class	vtable	slot	method_addr	method_name	status
ZTSkyTrackMode	0x008c8c60	102	0x0043f08d		unidentified
ZTSkyTrackMode	0x008c8c60	103	0x00643c51		unidentified
ZTSkyTrackMode	0x008c8c60	104	0x0043f08d		unidentified
ZTSkyTrackMode	0x008c8c60	105	0x00647dc5		unidentified
ZTSkyTrackMode	0x008c8c60	106	0x00647e36		unidentified
ZTSkyTrackMode	0x008c8c60	107	0x00647ed5		unidentified
ZTSkyTrackMode	0x008c8c60	108	0x00647f60		unidentified
ZTSkyTrackMode	0x008c8c60	109	0x004ab7fa		unidentified
ZTSkyTrackMode	0x008c8c60	110	0x006480b9		unidentified
ZTSkyTrackMode	0x008c8c60	111	0x00648215		unidentified
ZTSkyTrackMode	0x008c8c60	112	0x00648287		unidentified
ZTSkyTrackMode	0x008c8c60	113	0x00648301		unidentified
ZTSkyTrackMode	0x008c8c60	114	0x00648384		unidentified
ZTSkyTrackMode	0x008c8c60	115	0x00648437		unidentified
ZTSkyTrackMode	0x008c8c60	116	0x006484e0		unidentified
ZTSkyTrackMode	0x008c8c60	117	0x00648579		unidentified
ZTSkyTrackMode	0x008c8c60	118	0x006485f2		unidentified
ZTSkyTrackMode	0x008c8c60	119	0x006486a5		unidentified
ZTSkyTrackMode	0x008c8c60	120	0x00648736		unidentified
ZTSkyTrackMode	0x008c8c60	121	0x00648812		unidentified
ZTSkyTrackMode	0x008c8c60	122	0x00648862		unidentified
ZTSkyTrackMode	0x008c8c60	123	0x006488bb		unidentified
ZTSkyTrackMode	0x008c8c60	124	0x006488fc		unidentified
ZTSkyTrackMode	0x008c8c60	125	0x00648975		unidentified
ZTSkyTrackMode	0x008c8c60	126	0x006489f5		unidentified
ZTSkyTrackMode	0x008c8c60	127	0x00648a5f		unidentified
ZTSkyTrackMode	0x008c8c60	128	0x00648b2d		unidentified
ZTSkyTrackMode	0x008c8c60	129	0x00648b79		unidentified
ZTSkyTrackMode	0x008c8c60	130	0x00648be8		unidentified
ZTSkyTrackMode	0x008c8c60	131	0x00648c57		unidentified
ZTSkyTrackMode	0x008c8c60	132	0x00648cda		unidentified
ZTSkyTrackMode	0x008c8c60	133	0x00648d5d		unidentified
ZTSkyTrackMode	0x008c8c60	134	0x00648f2a		unidentified
ZTSkyTrackMode	0x008c8c60	135	0x00648fc7		unidentified
ZTSkyTrackMode	0x008c8c60	136	0x00648ff4		unidentified
ZTSkyTrackMode	0x008c8c60	137	0x00649018		unidentified
ZTSkyTrackMode	0x008c8c60	138	0x00467982		unidentified
ZTSkyTrackMode	0x008c8c60	139	0x004679f0		unidentified
ZTSkyTrackMode	0x008c8c60	140	0x0044202e		unidentified
ZTSkyTrackMode	0x008c8c60	141	0x004420d2		unidentified
ZTSkyTrackMode	0x008c8c60	142	0x00408156		unidentified
ZTSkyTrackMode	0x008c8c60	143	0x00442137		unidentified
ZTSkyTrackMode	0x008c8c60	144	0x0040814a		unidentified
ZTSkyTrackMode	0x008c8c60	145	0x007c67e5		unidentified
ZTSkyTrackMode	0x008c8c60	146	0x004423e9		unidentified
ZTSkyTrackMode	0x008c8c60	147	0x0059330a		unidentified
ZTSkyTrackMode	0x008c8c60	148	0x00408138		unidentified
ZTSkyTrackMode	0x008c8c60	149	0x00441cae		unidentified
ZTSkyTrackMode	0x008c8c60	150	0x00467aaa		unidentified
ZTSkyTrackMode	0x008c8c60	151	0x00467c0d		unidentified
ZTSkyTrackMode	0x008c8c60	152	0x00440eff		unidentified
ZTSkyTrackMode	0x008c8c60	153	0x00467d01		unidentified
ZTSkyTrackMode	0x008c8c60	154	0x00467a62		unidentified
ZTSkyTrackMode	0x008c8c60	155	0x00440f37		unidentified
ZTSkyTrackMode	0x008c8c60	156	0x00440f37		unidentified
ZTSkyTrackMode	0x008c8c60	157	0x00440f37		unidentified
ZTSkyTrackMode	0x008c8c60	158	0x00440fae		unidentified
ZTSkyTrackMode	0x008c8c60	159	0x00442416		unidentified
ZTSkyTrackMode	0x008c8c60	160	0x00442495		unidentified
ZTSkyTrackMode	0x008c8c60	161	0x00440eff		unidentified
ZTSkyTrackMode	0x008c8c60	162	0x00441024		unidentified
ZTSkyTrackMode	0x008c8c60	163	0x004410b9		unidentified
ZTSkyTrackMode	0x008c8c60	164	0x00441173		unidentified
ZTSkyTrackMode	0x008c8c60	165	0x0044171f		unidentified
ZTSkyTrackMode	0x008c8c60	166	0x004421fe		unidentified
ZTSkyTrackMode	0x008c8c60	167	0x004429c2		unidentified
ZTSkyTrackMode	0x008c8c60	168	0x007c5781		unidentified
ZTSkyTrackMode	0x008c8c60	169	0x00442a5f		unidentified
ZTSkyTrackMode	0x008c8c60	170	0x007c5781		unidentified
ZTSkyTrackMode	0x008c8c60	171	0x006c1ab0		unidentified
ZTSkyTrackMode	0x008c8c60	172	0x004418ae		unidentified
ZTSkyTrackMode	0x008c8c60	173	0x0044197b		unidentified
ZTSkyTrackMode	0x008c8c60	174	0x0044b184		unidentified
ZTSkyTrackMode	0x008c8c60	175	0x00441ffc		unidentified
ZTSkyTrackMode	0x008c8c60	176	0x0041b592		unidentified
ZTSkyTrackMode	0x008c8c60	177	0x0041b604	clear_mode_placement_preview_objects	confirmed
ZTSkyTrackMode	0x008c8c60	178	0x0041b647	attach_primary_placement_preview_object	confirmed
ZTSkyTrackMode	0x008c8c60	179	0x0041b680	detach_mode_placement_preview_objects	confirmed
ZTSkyTrackMode	0x008c8c60	180	0x0041b704		unidentified
ZTSkyTrackMode	0x008c8c60	181	0x0041b743		unidentified
ZTSkyTrackMode	0x008c8c60	182	0x0044ba15		unidentified
ZTSkyTrackMode	0x008c8c60	183	0x0044b260	handle_placement_mode_transition	confirmed
ZTSkyTrackMode	0x008c8c60	184	0x0044bac3		unidentified
ZTSkyTrackMode	0x008c8c60	185	0x00418a64	emit_placement_cloud_feedback_at_point	confirmed
ZTSkyTrackMode	0x008c8c60	186	0x00418bfe	enumerate_mode_placement_target_candidates_at_point	confirmed
ZTSkyTrackMode	0x008c8c60	187	0x0044aed9		unidentified
ZTSkyTrackMode	0x008c8c60	188	0x0041b41f	read_placement_color_entry_config	confirmed
ZTSkyTrackMode	0x008c8c60	189	0x0041b48e	read_placement_grid_cursor_config	confirmed
ZTSkyTrackMode	0x008c8c60	190	0x0044c1c9		unidentified
ZTSkyTrackMode	0x008c8c60	191	0x00419b0e	handle_mode_set_entity_position_value	confirmed
ZTSkyTrackMode	0x008c8c60	192	0x0046b03d		unidentified
ZTSkyTrackMode	0x008c8c60	193	0x0046859f		unidentified
ZTSkyTrackMode	0x008c8c60	194	0x00467dc5		unidentified
ZTSkyTrackMode	0x008c8c60	195	0x0044c65e		unidentified
ZTSkyTrackMode	0x008c8c60	196	0x0044c68a		unidentified
ZTSkyTrackMode	0x008c8c60	197	0x00467f2b		unidentified
ZTSkyTrackMode	0x008c8c60	198	0x00468403		unidentified
ZTSkyTrackMode	0x008c8c60	199	0x00468491		unidentified
ZTSkyTrackMode	0x008c8c60	200	0x004676d8		unidentified
ZTSkyTrackMode	0x008c8c60	201	0x004676ee		unidentified
ZTSkyTrackMode	0x008c8c60	202	0x005598c6		unidentified
ZTSkyTrackMode	0x008c8c60	203	0x0046b788		unidentified
ZTSkyTrackMode	0x008c8c60	204	0x00597bec		unidentified
ZTSkyTrackMode	0x008c8c60	205	0x005ce840		unidentified
ZTSkyTrackMode	0x008c8c60	206	0x005e2412		unidentified
ZTSkyTrackMode	0x008c8c60	207	0x0046bacb		unidentified
ZTSkyTrackMode	0x008c8c60	208	0x006aa4ed		unidentified
ZTSkyTrackMode	0x008c8c60	209	0x00893180		unidentified
ZTSkyTrackMode	0x008c8c60	210	0x00893180		unidentified
ZTSkyTrackMode	0x008c8c60	211	0x00893180		unidentified
ZTSkyTrackMode	0x008c8c60	212	0x00893180		unidentified
ZTSkyTrackMode	0x008c8c60	213	0x00893180		unidentified
ZTSkyTrackMode	0x008c8c60	214	0x00893180		unidentified
ZTSkyTrackMode	0x008c8c60	215	0x00893180		unidentified
ZTStaffAssignMode	0x008c91d4	0	0x005a6e69		unidentified
ZTStaffAssignMode	0x008c91d4	1	0x005a6e56		unidentified
ZTStaffAssignMode	0x008c91d4	2	0x005a6e8d		unidentified
ZTStaffAssignMode	0x008c91d4	3	0x005a6ed8		unidentified
ZTStaffAssignMode	0x008c91d4	4	0x00642753		unidentified
ZTStaffAssignMode	0x008c91d4	5	0x0046c9e0		unidentified
ZTStaffAssignMode	0x008c91d4	6	0x007c5781		unidentified
ZTStaffAssignMode	0x008c91d4	7	0x007c5781		unidentified
ZTStaffAssignMode	0x008c91d4	8	0x007c5781		unidentified
ZTStaffAssignMode	0x008c91d4	9	0x00408178		unidentified
ZTStaffAssignMode	0x008c91d4	10	0x00597bec		unidentified
ZTStaffAssignMode	0x008c91d4	11	0x0046d2fe	read_animal_selector_config	confirmed
ZTStaffAssignMode	0x008c91d4	12	0x007c67e5		unidentified
ZTStaffAssignMode	0x008c91d4	13	0x00642781		unidentified
ZTStaffAssignMode	0x008c91d4	14	0x006427b7		unidentified
ZTStaffAssignMode	0x008c91d4	15	0x006428b7		unidentified
ZTStaffAssignMode	0x008c91d4	16	0x00647b7a		unidentified
ZTStaffAssignMode	0x008c91d4	17	0x0046c12a	emit_eventcaptured_payload	candidate
ZTStaffAssignMode	0x008c91d4	18	0x0046c179	emit_eventcaptured_payload	candidate
ZTStaffAssignMode	0x008c91d4	19	0x00440eff		unidentified
ZTStaffAssignMode	0x008c91d4	20	0x00642a66		unidentified
ZTStaffAssignMode	0x008c91d4	21	0x0043f08d		unidentified
ZTStaffAssignMode	0x008c91d4	22	0x0043f08d		unidentified
ZTStaffAssignMode	0x008c91d4	23	0x00647c6f		unidentified
ZTStaffAssignMode	0x008c91d4	24	0x00647ca4		unidentified
ZTStaffAssignMode	0x008c91d4	25	0x00647cd9		unidentified
ZTStaffAssignMode	0x008c91d4	26	0x00647d64		unidentified
ZTStaffAssignMode	0x008c91d4	27	0x00642c39		unidentified
ZTStaffAssignMode	0x008c91d4	28	0x00642c62		unidentified
ZTStaffAssignMode	0x008c91d4	29	0x00642c8b		unidentified
ZTStaffAssignMode	0x008c91d4	30	0x00642cad		unidentified
ZTStaffAssignMode	0x008c91d4	31	0x00642ccf		unidentified
ZTStaffAssignMode	0x008c91d4	32	0x00642d18		unidentified
ZTStaffAssignMode	0x008c91d4	33	0x00642d6f		unidentified
ZTStaffAssignMode	0x008c91d4	34	0x00642dc7		unidentified
ZTStaffAssignMode	0x008c91d4	35	0x00642e18		unidentified
ZTStaffAssignMode	0x008c91d4	36	0x00642e69		unidentified
ZTStaffAssignMode	0x008c91d4	37	0x00642eba		unidentified
ZTStaffAssignMode	0x008c91d4	38	0x00642f0b		unidentified
ZTStaffAssignMode	0x008c91d4	39	0x00647ea2		unidentified
ZTStaffAssignMode	0x008c91d4	40	0x00642ffe		unidentified
ZTStaffAssignMode	0x008c91d4	41	0x00643015		unidentified
ZTStaffAssignMode	0x008c91d4	42	0x0064302c		unidentified
ZTStaffAssignMode	0x008c91d4	43	0x00643071		unidentified
ZTStaffAssignMode	0x008c91d4	44	0x006430b8		unidentified
ZTStaffAssignMode	0x008c91d4	45	0x006430fd		unidentified
ZTStaffAssignMode	0x008c91d4	46	0x00643120		unidentified
ZTStaffAssignMode	0x008c91d4	47	0x0064317b		unidentified
ZTStaffAssignMode	0x008c91d4	48	0x006431a2		unidentified
ZTStaffAssignMode	0x008c91d4	49	0x006431f0		unidentified
ZTStaffAssignMode	0x008c91d4	50	0x00643287		unidentified
ZTStaffAssignMode	0x008c91d4	51	0x006432f8		unidentified
ZTStaffAssignMode	0x008c91d4	52	0x006433a7		unidentified
ZTStaffAssignMode	0x008c91d4	53	0x00643403		unidentified
ZTStaffAssignMode	0x008c91d4	54	0x00643441		unidentified
ZTStaffAssignMode	0x008c91d4	55	0x0064347b		unidentified
ZTStaffAssignMode	0x008c91d4	56	0x00647f2b		unidentified
ZTStaffAssignMode	0x008c91d4	57	0x0064365c		unidentified
ZTStaffAssignMode	0x008c91d4	58	0x0064367b		unidentified
ZTStaffAssignMode	0x008c91d4	59	0x0064369f		unidentified
ZTStaffAssignMode	0x008c91d4	60	0x006436e6		unidentified
ZTStaffAssignMode	0x008c91d4	61	0x0064372d		unidentified
ZTStaffAssignMode	0x008c91d4	62	0x00643772		unidentified
ZTStaffAssignMode	0x008c91d4	63	0x00643507		unidentified
ZTStaffAssignMode	0x008c91d4	64	0x00643581		unidentified
ZTStaffAssignMode	0x008c91d4	65	0x00643602		unidentified
ZTStaffAssignMode	0x008c91d4	66	0x00644299		unidentified
ZTStaffAssignMode	0x008c91d4	67	0x00644300		unidentified
ZTStaffAssignMode	0x008c91d4	68	0x006443d1		unidentified
ZTStaffAssignMode	0x008c91d4	69	0x00644437		unidentified
ZTStaffAssignMode	0x008c91d4	70	0x00644367		unidentified
ZTStaffAssignMode	0x008c91d4	71	0x0064449e		unidentified
ZTStaffAssignMode	0x008c91d4	72	0x00644507		unidentified
ZTStaffAssignMode	0x008c91d4	73	0x00644609		unidentified
ZTStaffAssignMode	0x008c91d4	74	0x0064468d		unidentified
ZTStaffAssignMode	0x008c91d4	75	0x006446dc		unidentified
ZTStaffAssignMode	0x008c91d4	76	0x00644706		unidentified
ZTStaffAssignMode	0x008c91d4	77	0x00648151		unidentified
ZTStaffAssignMode	0x008c91d4	78	0x00644721		unidentified
ZTStaffAssignMode	0x008c91d4	79	0x006447e7		unidentified
ZTStaffAssignMode	0x008c91d4	80	0x0040816c		unidentified
ZTStaffAssignMode	0x008c91d4	81	0x006438fb		unidentified
ZTStaffAssignMode	0x008c91d4	82	0x00643918		unidentified
ZTStaffAssignMode	0x008c91d4	83	0x00643966		unidentified
ZTStaffAssignMode	0x008c91d4	84	0x006439af		unidentified
ZTStaffAssignMode	0x008c91d4	85	0x006439bd		unidentified
ZTStaffAssignMode	0x008c91d4	86	0x006490f4		unidentified
ZTStaffAssignMode	0x008c91d4	87	0x00649172		unidentified
ZTStaffAssignMode	0x008c91d4	88	0x00643a4c		unidentified
ZTStaffAssignMode	0x008c91d4	89	0x00643a54		unidentified
ZTStaffAssignMode	0x008c91d4	90	0x00643a5c		unidentified
ZTStaffAssignMode	0x008c91d4	91	0x00643a9b		unidentified
ZTStaffAssignMode	0x008c91d4	92	0x00643be6		unidentified
ZTStaffAssignMode	0x008c91d4	93	0x0043f08d		unidentified
ZTStaffAssignMode	0x008c91d4	94	0x00643c51		unidentified
ZTStaffAssignMode	0x008c91d4	95	0x0043f08d		unidentified
ZTStaffAssignMode	0x008c91d4	96	0x00647dc5		unidentified
ZTStaffAssignMode	0x008c91d4	97	0x00647e36		unidentified
ZTStaffAssignMode	0x008c91d4	98	0x00647ed5		unidentified
ZTStaffAssignMode	0x008c91d4	99	0x00647f60		unidentified
ZTStaffAssignMode	0x008c91d4	100	0x004ab7fa		unidentified
ZTStaffAssignMode	0x008c91d4	101	0x006480b9		unidentified
ZTStaffAssignMode	0x008c91d4	102	0x00648215		unidentified
ZTStaffAssignMode	0x008c91d4	103	0x00648287		unidentified
ZTStaffAssignMode	0x008c91d4	104	0x00648301		unidentified
ZTStaffAssignMode	0x008c91d4	105	0x00648384		unidentified
ZTStaffAssignMode	0x008c91d4	106	0x00648437		unidentified
ZTStaffAssignMode	0x008c91d4	107	0x006484e0		unidentified
ZTStaffAssignMode	0x008c91d4	108	0x00648579		unidentified
ZTStaffAssignMode	0x008c91d4	109	0x006485f2		unidentified
ZTStaffAssignMode	0x008c91d4	110	0x006486a5		unidentified
ZTStaffAssignMode	0x008c91d4	111	0x00648736		unidentified
ZTStaffAssignMode	0x008c91d4	112	0x00648812		unidentified
ZTStaffAssignMode	0x008c91d4	113	0x00648862		unidentified
ZTStaffAssignMode	0x008c91d4	114	0x006488bb		unidentified
ZTStaffAssignMode	0x008c91d4	115	0x006488fc		unidentified
ZTStaffAssignMode	0x008c91d4	116	0x00648975		unidentified
ZTStaffAssignMode	0x008c91d4	117	0x006489f5		unidentified
ZTStaffAssignMode	0x008c91d4	118	0x00648a5f		unidentified
ZTStaffAssignMode	0x008c91d4	119	0x00648b2d		unidentified
ZTStaffAssignMode	0x008c91d4	120	0x00648b79		unidentified
ZTStaffAssignMode	0x008c91d4	121	0x00648be8		unidentified
ZTStaffAssignMode	0x008c91d4	122	0x00648c57		unidentified
ZTStaffAssignMode	0x008c91d4	123	0x00648cda		unidentified
ZTStaffAssignMode	0x008c91d4	124	0x00648d5d		unidentified
ZTStaffAssignMode	0x008c91d4	125	0x00648f2a		unidentified
ZTStaffAssignMode	0x008c91d4	126	0x00648fc7		unidentified
ZTStaffAssignMode	0x008c91d4	127	0x00648ff4		unidentified
ZTStaffAssignMode	0x008c91d4	128	0x00649018		unidentified
ZTStaffAssignMode	0x008c91d4	129	0x0046bf07		unidentified
ZTStaffAssignMode	0x008c91d4	130	0x0046c110		unidentified
ZTStaffAssignMode	0x008c91d4	131	0x0044202e		unidentified
ZTStaffAssignMode	0x008c91d4	132	0x004420d2		unidentified
ZTStaffAssignMode	0x008c91d4	133	0x00408156		unidentified
ZTStaffAssignMode	0x008c91d4	134	0x00442137		unidentified
ZTStaffAssignMode	0x008c91d4	135	0x0040814a		unidentified
ZTStaffAssignMode	0x008c91d4	136	0x007c67e5		unidentified
ZTStaffAssignMode	0x008c91d4	137	0x004423e9		unidentified
ZTStaffAssignMode	0x008c91d4	138	0x0059330a		unidentified
ZTStaffAssignMode	0x008c91d4	139	0x00408138		unidentified
ZTStaffAssignMode	0x008c91d4	140	0x00441cae		unidentified
ZTStaffAssignMode	0x008c91d4	141	0x0046c731		unidentified
ZTStaffAssignMode	0x008c91d4	142	0x00440eff		unidentified
ZTStaffAssignMode	0x008c91d4	143	0x00440eff		unidentified
ZTStaffAssignMode	0x008c91d4	144	0x0046c98b		unidentified
ZTStaffAssignMode	0x008c91d4	145	0x0046c1fe		unidentified
ZTStaffAssignMode	0x008c91d4	146	0x00440f37		unidentified
ZTStaffAssignMode	0x008c91d4	147	0x00440f37		unidentified
ZTStaffAssignMode	0x008c91d4	148	0x00440f37		unidentified
ZTStaffAssignMode	0x008c91d4	149	0x00440fae		unidentified
ZTStaffAssignMode	0x008c91d4	150	0x00442416		unidentified
ZTStaffAssignMode	0x008c91d4	151	0x00442495		unidentified
ZTStaffAssignMode	0x008c91d4	152	0x00440eff		unidentified
ZTStaffAssignMode	0x008c91d4	153	0x00441024		unidentified
ZTStaffAssignMode	0x008c91d4	154	0x004410b9		unidentified
ZTStaffAssignMode	0x008c91d4	155	0x00441173		unidentified
ZTStaffAssignMode	0x008c91d4	156	0x0044171f		unidentified
ZTStaffAssignMode	0x008c91d4	157	0x004421fe		unidentified
ZTStaffAssignMode	0x008c91d4	158	0x004429c2		unidentified
ZTStaffAssignMode	0x008c91d4	159	0x007c5781		unidentified
ZTStaffAssignMode	0x008c91d4	160	0x00442a5f		unidentified
ZTStaffAssignMode	0x008c91d4	161	0x007c5781		unidentified
ZTStaffAssignMode	0x008c91d4	162	0x006c1ab0		unidentified
ZTStaffAssignMode	0x008c91d4	163	0x004418ae		unidentified
ZTStaffAssignMode	0x008c91d4	164	0x0044197b		unidentified
ZTStaffAssignMode	0x008c91d4	165	0x004419c8		unidentified
ZTStaffAssignMode	0x008c91d4	166	0x00441ffc		unidentified
ZTStaffAssignMode	0x008c91d4	167	0x0046cba5		unidentified
ZTStaffAssignMode	0x008c91d4	168	0x0046ccc7	emit_camera_position_payload	candidate
ZTStaffAssignMode	0x008c91d4	169	0x0046ce95		unidentified
ZTStaffAssignMode	0x008c91d4	170	0x0046cfd7	emit_camera_position_payload	candidate
ZTStaffAssignMode	0x008c91d4	171	0x0046e45a		unidentified
ZTStaffAssignMode	0x008c91d4	172	0x0046e476		unidentified
ZTCureDiseaseMode	0x008ca4e4	0	0x005a6e69		unidentified
ZTCureDiseaseMode	0x008ca4e4	1	0x005a6e56		unidentified
ZTCureDiseaseMode	0x008ca4e4	2	0x005a6e8d		unidentified
ZTCureDiseaseMode	0x008ca4e4	3	0x005a6ed8		unidentified
ZTCureDiseaseMode	0x008ca4e4	4	0x00642753		unidentified
ZTCureDiseaseMode	0x008ca4e4	5	0x00476f98		unidentified
ZTCureDiseaseMode	0x008ca4e4	6	0x007c5781		unidentified
ZTCureDiseaseMode	0x008ca4e4	7	0x007c5781		unidentified
ZTCureDiseaseMode	0x008ca4e4	8	0x007c5781		unidentified
ZTCureDiseaseMode	0x008ca4e4	9	0x00408178		unidentified
ZTCureDiseaseMode	0x008ca4e4	10	0x00597bec		unidentified
ZTCureDiseaseMode	0x008ca4e4	11	0x004774e9		unidentified
ZTCureDiseaseMode	0x008ca4e4	12	0x007c67e5		unidentified
ZTCureDiseaseMode	0x008ca4e4	13	0x00642781		unidentified
ZTCureDiseaseMode	0x008ca4e4	14	0x006427b7		unidentified
ZTCureDiseaseMode	0x008ca4e4	15	0x006428b7		unidentified
ZTCureDiseaseMode	0x008ca4e4	16	0x00647b7a		unidentified
ZTCureDiseaseMode	0x008ca4e4	17	0x00440f0f		unidentified
ZTCureDiseaseMode	0x008ca4e4	18	0x00440f23		unidentified
ZTCureDiseaseMode	0x008ca4e4	19	0x00440eff		unidentified
ZTCureDiseaseMode	0x008ca4e4	20	0x00642a66		unidentified
ZTCureDiseaseMode	0x008ca4e4	21	0x0043f08d		unidentified
ZTCureDiseaseMode	0x008ca4e4	22	0x0043f08d		unidentified
ZTCureDiseaseMode	0x008ca4e4	23	0x00647c6f		unidentified
ZTCureDiseaseMode	0x008ca4e4	24	0x00647ca4		unidentified
ZTCureDiseaseMode	0x008ca4e4	25	0x00647cd9		unidentified
ZTCureDiseaseMode	0x008ca4e4	26	0x00647d64		unidentified
ZTCureDiseaseMode	0x008ca4e4	27	0x00642c39		unidentified
ZTCureDiseaseMode	0x008ca4e4	28	0x00642c62		unidentified
ZTCureDiseaseMode	0x008ca4e4	29	0x00642c8b		unidentified
ZTCureDiseaseMode	0x008ca4e4	30	0x00642cad		unidentified
ZTCureDiseaseMode	0x008ca4e4	31	0x00642ccf		unidentified
ZTCureDiseaseMode	0x008ca4e4	32	0x00642d18		unidentified
ZTCureDiseaseMode	0x008ca4e4	33	0x00642d6f		unidentified
ZTCureDiseaseMode	0x008ca4e4	34	0x00642dc7		unidentified
ZTCureDiseaseMode	0x008ca4e4	35	0x00642e18		unidentified
ZTCureDiseaseMode	0x008ca4e4	36	0x00642e69		unidentified
ZTCureDiseaseMode	0x008ca4e4	37	0x00642eba		unidentified
ZTCureDiseaseMode	0x008ca4e4	38	0x00642f0b		unidentified
ZTCureDiseaseMode	0x008ca4e4	39	0x00647ea2		unidentified
ZTCureDiseaseMode	0x008ca4e4	40	0x00642ffe		unidentified
ZTCureDiseaseMode	0x008ca4e4	41	0x00643015		unidentified
ZTCureDiseaseMode	0x008ca4e4	42	0x0064302c		unidentified
ZTCureDiseaseMode	0x008ca4e4	43	0x00643071		unidentified
ZTCureDiseaseMode	0x008ca4e4	44	0x006430b8		unidentified
ZTCureDiseaseMode	0x008ca4e4	45	0x006430fd		unidentified
ZTCureDiseaseMode	0x008ca4e4	46	0x00643120		unidentified
ZTCureDiseaseMode	0x008ca4e4	47	0x0064317b		unidentified
ZTCureDiseaseMode	0x008ca4e4	48	0x006431a2		unidentified
ZTCureDiseaseMode	0x008ca4e4	49	0x006431f0		unidentified
ZTCureDiseaseMode	0x008ca4e4	50	0x00643287		unidentified
ZTCureDiseaseMode	0x008ca4e4	51	0x006432f8		unidentified
ZTCureDiseaseMode	0x008ca4e4	52	0x006433a7		unidentified
ZTCureDiseaseMode	0x008ca4e4	53	0x00643403		unidentified
ZTCureDiseaseMode	0x008ca4e4	54	0x00643441		unidentified
ZTCureDiseaseMode	0x008ca4e4	55	0x0064347b		unidentified
ZTCureDiseaseMode	0x008ca4e4	56	0x00647f2b		unidentified
ZTCureDiseaseMode	0x008ca4e4	57	0x0064365c		unidentified
ZTCureDiseaseMode	0x008ca4e4	58	0x0064367b		unidentified
ZTCureDiseaseMode	0x008ca4e4	59	0x0064369f		unidentified
ZTCureDiseaseMode	0x008ca4e4	60	0x006436e6		unidentified
ZTCureDiseaseMode	0x008ca4e4	61	0x0064372d		unidentified
ZTCureDiseaseMode	0x008ca4e4	62	0x00643772		unidentified
ZTCureDiseaseMode	0x008ca4e4	63	0x00643507		unidentified
ZTCureDiseaseMode	0x008ca4e4	64	0x00643581		unidentified
ZTCureDiseaseMode	0x008ca4e4	65	0x00643602		unidentified
ZTCureDiseaseMode	0x008ca4e4	66	0x00644299		unidentified
ZTCureDiseaseMode	0x008ca4e4	67	0x00644300		unidentified
ZTCureDiseaseMode	0x008ca4e4	68	0x006443d1		unidentified
ZTCureDiseaseMode	0x008ca4e4	69	0x00644437		unidentified
ZTCureDiseaseMode	0x008ca4e4	70	0x00644367		unidentified
ZTCureDiseaseMode	0x008ca4e4	71	0x0064449e		unidentified
ZTCureDiseaseMode	0x008ca4e4	72	0x00644507		unidentified
ZTCureDiseaseMode	0x008ca4e4	73	0x00644609		unidentified
ZTCureDiseaseMode	0x008ca4e4	74	0x0064468d		unidentified
ZTCureDiseaseMode	0x008ca4e4	75	0x006446dc		unidentified
ZTCureDiseaseMode	0x008ca4e4	76	0x00644706		unidentified
ZTCureDiseaseMode	0x008ca4e4	77	0x00648151		unidentified
ZTCureDiseaseMode	0x008ca4e4	78	0x00644721		unidentified
ZTCureDiseaseMode	0x008ca4e4	79	0x006447e7		unidentified
ZTCureDiseaseMode	0x008ca4e4	80	0x0040816c		unidentified
ZTCureDiseaseMode	0x008ca4e4	81	0x006438fb		unidentified
ZTCureDiseaseMode	0x008ca4e4	82	0x00643918		unidentified
ZTCureDiseaseMode	0x008ca4e4	83	0x00643966		unidentified
ZTCureDiseaseMode	0x008ca4e4	84	0x006439af		unidentified
ZTCureDiseaseMode	0x008ca4e4	85	0x006439bd		unidentified
ZTCureDiseaseMode	0x008ca4e4	86	0x006490f4		unidentified
ZTCureDiseaseMode	0x008ca4e4	87	0x00649172		unidentified
ZTCureDiseaseMode	0x008ca4e4	88	0x00643a4c		unidentified
ZTCureDiseaseMode	0x008ca4e4	89	0x00643a54		unidentified
ZTCureDiseaseMode	0x008ca4e4	90	0x00643a5c		unidentified
ZTCureDiseaseMode	0x008ca4e4	91	0x00643a9b		unidentified
ZTCureDiseaseMode	0x008ca4e4	92	0x00643be6		unidentified
ZTCureDiseaseMode	0x008ca4e4	93	0x0043f08d		unidentified
ZTCureDiseaseMode	0x008ca4e4	94	0x00643c51		unidentified
ZTCureDiseaseMode	0x008ca4e4	95	0x0043f08d		unidentified
ZTCureDiseaseMode	0x008ca4e4	96	0x00647dc5		unidentified
ZTCureDiseaseMode	0x008ca4e4	97	0x00647e36		unidentified
ZTCureDiseaseMode	0x008ca4e4	98	0x00647ed5		unidentified
ZTCureDiseaseMode	0x008ca4e4	99	0x00647f60		unidentified
ZTCureDiseaseMode	0x008ca4e4	100	0x004ab7fa		unidentified
ZTCureDiseaseMode	0x008ca4e4	101	0x006480b9		unidentified
ZTCureDiseaseMode	0x008ca4e4	102	0x00648215		unidentified
ZTCureDiseaseMode	0x008ca4e4	103	0x00648287		unidentified
ZTCureDiseaseMode	0x008ca4e4	104	0x00648301		unidentified
ZTCureDiseaseMode	0x008ca4e4	105	0x00648384		unidentified
ZTCureDiseaseMode	0x008ca4e4	106	0x00648437		unidentified
ZTCureDiseaseMode	0x008ca4e4	107	0x006484e0		unidentified
ZTCureDiseaseMode	0x008ca4e4	108	0x00648579		unidentified
ZTCureDiseaseMode	0x008ca4e4	109	0x006485f2		unidentified
ZTCureDiseaseMode	0x008ca4e4	110	0x006486a5		unidentified
